Year,DNO_Code,DNO_Name,Tariff_Name,LLFCs,PCs,Red_Rate_p_kWh,Amber_Rate_p_kWh,Green_Rate_p_kWh,Fixed_Charge_p_day,Capacity_Charge_p_kVA_day,Document,Document_Reference
2022,SWAE,South Wales,LV Generation Aggregated,697,0,-6.532,-0.742,-0.105,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2022,SWAE,South Wales,LV Sub Generation Aggregated,717,0,-5.956,-0.67,-0.099,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2022,SWAE,South Wales,LV Generation Site Specific,"697, 603",0,-6.532,-0.742,-0.105,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2022,SWAE,South Wales,LV Generation Site Specific no RP charge,"91, 92",0,-6.532,-0.742,-0.105,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2022,SWAE,South Wales,LV Sub Generation Site Specific,"602, 604",0,-5.956,-0.67,-0.099,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2022,SWAE,South Wales,LV Sub Generation Site Specific no RP charge,"93, 94",0,-5.956,-0.67,-0.099,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2022,SWAE,South Wales,HV Generation Site Specific,"698, 606",0,-4.087,-0.437,-0.076,69.2,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2022,SWAE,South Wales,HV Generation Site Specific no RP charge,"95, 96",0,-4.087,-0.437,-0.076,69.2,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1
2023,SWAE,South Wales,Domestic Aggregated with Residual,"100, 105, 800, 860, 101, 106, 801, 861, 116","0, 1, 2",11.186,1.225,0.134,14.54,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Domestic Aggregated (Related MPAN),"194, 843",2,11.186,1.225,0.134,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Non-Domestic Aggregated No Residual,"N10, N20, N30, M10, B10","0, 3, 4, 5-8",10.092,1.105,0.121,12.14,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Non-Domestic Aggregated Band 1,"1, 2, 3, 117, 200, 201, 810, 811, 862, 863","0, 3, 4, 5-8",10.092,1.105,0.121,16.11,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Non-Domestic Aggregated Band 2,"N12, N22, N32, M12, B12","0, 3, 4, 5-8",10.092,1.105,0.121,31.78,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Non-Domestic Aggregated Band 3,"N13, N23, N33, M13, B13","0, 3, 4, 5-8",10.092,1.105,0.121,59.98,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Non-Domestic Aggregated Band 4,"N14, N24, N34, M14, B14","0, 3, 4, 5-8",10.092,1.105,0.121,165.09,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Non-Domestic Aggregated (related MPAN),294,4,10.092,1.105,0.121,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Site Specific No Residual,"L00, LST",0,7.72,0.832,0.098,18.17,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Site Specific Band 1,300,0,7.72,0.832,0.098,263.5,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Site Specific Band 2,L02,0,7.72,0.832,0.098,509.48,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Site Specific Band 3,L03,0,7.72,0.832,0.098,822.01,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Site Specific Band 4,L04,0,7.72,0.832,0.098,1930.64,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Site Specific No Residual,"S00, SST",0,5.428,0.562,0.079,14.23,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Site Specific Band 1,344,0,5.428,0.562,0.079,259.55,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Site Specific Band 2,S02,0,5.428,0.562,0.079,505.54,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Site Specific Band 3,S03,0,5.428,0.562,0.079,818.06,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Site Specific Band 4,S04,0,5.428,0.562,0.079,1926.69,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,HV Site Specific No Residual,"H00, HST",0,3.984,0.4,0.061,129.81,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,HV Site Specific Band 1,400,0,3.984,0.4,0.061,1363.13,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,HV Site Specific Band 2,H02,0,3.984,0.4,0.061,4661.61,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,HV Site Specific Band 3,H03,0,3.984,0.4,0.061,9436.27,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,HV Site Specific Band 4,H04,0,3.984,0.4,0.061,20912.8,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,Unmetered Supplies,"718, 701, 719, 720, 700","0, 1 or 8",26.842,3.203,2.305,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Generation Aggregated,697,0,-7.467,-0.817,-0.089,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Generation Aggregated,717,0,-6.774,-0.735,-0.084,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Generation Site Specific,"697, 603",0,-7.467,-0.817,-0.089,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Generation Site Specific no RP charge,"91, 92",0,-7.467,-0.817,-0.089,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Generation Site Specific,"602, 604",0,-6.774,-0.735,-0.084,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,LV Sub Generation Site Specific no RP charge,"93, 94",0,-6.774,-0.735,-0.084,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,HV Generation Site Specific,"698, 606",0,-4.358,-0.448,-0.064,81.12,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2023,SWAE,South Wales,HV Generation Site Specific no RP charge,"95, 96",0,-4.358,-0.448,-0.064,81.12,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1
2024,SWAE,South Wales,Domestic Aggregated with Residual,"100, 105, 800, 860, 101, 106, 801, 861, 116","0, 1, 2",11.908,1.124,0.133,25.32,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Domestic Aggregated (Related MPAN),"194, 843",2,11.908,1.124,0.133,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Non-Domestic Aggregated No Residual,"N10, N20, N30, M10, B10","0, 3, 4, 5-8",11.898,1.124,0.133,13.12,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Non-Domestic Aggregated Band 1,"1, 2, 3, 117, 200, 201, 810, 811, 862, 863","0, 3, 4, 5-8",11.898,1.124,0.133,21.04,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Non-Domestic Aggregated Band 2,"N12, N22, N32, M12, B12","0, 3, 4, 5-8",11.898,1.124,0.133,56.09,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Non-Domestic Aggregated Band 3,"N13, N23, N33, M13, B13","0, 3, 4, 5-8",11.898,1.124,0.133,119.29,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Non-Domestic Aggregated Band 4,"N14, N24, N34, M14, B14","0, 3, 4, 5-8",11.898,1.124,0.133,352.98,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Non-Domestic Aggregated (related MPAN),294,4,11.898,1.124,0.133,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Site Specific No Residual,"L00, LST",0,8.839,0.809,0.103,19.75,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Site Specific Band 1,300,0,8.839,0.809,0.103,566.54,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Site Specific Band 2,L02,0,8.839,0.809,0.103,1091.63,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Site Specific Band 3,L03,0,8.839,0.809,0.103,1770.53,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Site Specific Band 4,L04,0,8.839,0.809,0.103,4302.6,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Site Specific No Residual,"S00, SST",0,6.389,0.539,0.082,15.53,5.44,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Site Specific Band 1,344,0,6.389,0.539,0.082,562.32,5.44,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Site Specific Band 2,S02,0,6.389,0.539,0.082,1087.41,5.44,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Site Specific Band 3,S03,0,6.389,0.539,0.082,1766.32,5.44,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Site Specific Band 4,S04,0,6.389,0.539,0.082,4298.38,5.44,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,HV Site Specific No Residual,"H00, HST",0,4.631,0.368,0.061,139.11,5.45,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,HV Site Specific Band 1,400,0,4.631,0.368,0.061,3033.64,5.45,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,HV Site Specific Band 2,H02,0,4.631,0.368,0.061,10372.47,5.45,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,HV Site Specific Band 3,H03,0,4.631,0.368,0.061,20735.0,5.45,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,HV Site Specific Band 4,H04,0,4.631,0.368,0.061,48993.35,5.45,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,Unmetered Supplies,"718, 701, 719, 720, 700","0, 1 or 8",38.116,4.724,3.707,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Generation Aggregated,697,0,-8.675,-0.819,-0.097,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Generation Aggregated,717,0,-7.84,-0.728,-0.09,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Generation Site Specific,"697, 603",0,-8.675,-0.819,-0.097,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Generation Site Specific no RP charge,"91, 92",0,-8.675,-0.819,-0.097,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Generation Site Specific,"602, 604",0,-7.84,-0.728,-0.09,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,LV Sub Generation Site Specific no RP charge,"93, 94",0,-7.84,-0.728,-0.09,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,HV Generation Site Specific,"698, 606",0,-5.034,-0.419,-0.066,86.73,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2024,SWAE,South Wales,HV Generation Site Specific no RP charge,"95, 96",0,-5.034,-0.419,-0.066,86.73,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1
2025,SWEB,South West,Domestic Aggregated or CT with Residual,"10,20,30,40,202, L21,L22,L23,L24,D01, A21,A22,A23,A24","0, 1, 2",24.78,1.624,0.202,13.25,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Domestic Aggregated (Related MPAN),430,2,24.78,1.624,0.202,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Non-Domestic Aggregated or CT No Residual,"N10,N20,N30,L50,L60,L70,L80,X10,X20,X30,A50,A60,A70,A80","0, 3, 4, 5-8",25.768,1.689,0.21,18.17,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Non-Domestic Aggregated or CT Band 1,"1,2,3,110,203,210,L41,L42,L43,L44,X11,X21,X31,A51,A61,A71,A81","0, 3, 4, 5-8",25.768,1.689,0.21,19.71,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Non-Domestic Aggregated or CT Band 2,"N12,N22,N32,L52,L62,L72,L82,X12,X22,X32,A52,A62,A72,A82","0, 3, 4, 5-8",25.768,1.689,0.21,21.54,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Non-Domestic Aggregated or CT Band 3,"N13,N23,N33,L53,L63,L73,L83,X13,X23,X33,A53,A63,A73,A83","0, 3, 4, 5-8",25.768,1.689,0.21,25.05,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Non-Domestic Aggregated or CT Band 4,"N14,N24,N34,L54,L64,L74,L84,X14,X24,X34,A54,A64,A74,A84","0, 3, 4, 5-8",25.768,1.689,0.21,38.5,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Non-Domestic Aggregated (related MPAN),251,4,25.768,1.689,0.21,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Site Specific No Residual,"L00, LST",0,15.821,0.944,0.114,18.93,12.55,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Site Specific Band 1,570,0,15.821,0.944,0.114,57.72,12.55,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Site Specific Band 2,L02,0,15.821,0.944,0.114,87.7,12.55,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Site Specific Band 3,L03,0,15.821,0.944,0.114,124.87,12.55,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Site Specific Band 4,L04,0,15.821,0.944,0.114,249.32,12.55,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Site Specific No Residual,"S00, SST",0,9.919,0.449,0.049,14.78,10.91,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Site Specific Band 1,540,0,9.919,0.449,0.049,53.57,10.91,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Site Specific Band 2,S02,0,9.919,0.449,0.049,83.54,10.91,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Site Specific Band 3,S03,0,9.919,0.449,0.049,120.71,10.91,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Site Specific Band 4,S04,0,9.919,0.449,0.049,245.16,10.91,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,HV Site Specific No Residual,"H00, HST",0,7.32,0.267,0.026,136.47,10.5,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,HV Site Specific Band 1,510,0,7.32,0.267,0.026,357.6,10.5,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,HV Site Specific Band 2,H02,0,7.32,0.267,0.026,691.78,10.5,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,HV Site Specific Band 3,H03,0,7.32,0.267,0.026,1348.71,10.5,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,HV Site Specific Band 4,H04,0,7.32,0.267,0.026,3146.48,10.5,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,Unmetered Supplies,"977, 980, 978, 979, 970","0, 1 or 8",71.494,3.518,1.702,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Generation Aggregated,581,0,-16.0,-1.048,-0.13,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Generation Aggregated,551,0,-13.632,-0.844,-0.103,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Generation Site Specific,"581, 527",0,-16.0,-1.048,-0.13,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Generation Site Specific no RP charge,"91, 92",0,-16.0,-1.048,-0.13,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Generation Site Specific,"551, 526",0,-13.632,-0.844,-0.103,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,LV Sub Generation Site Specific no RP charge,"93, 94",0,-13.632,-0.844,-0.103,0.0,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,HV Generation Site Specific,"521, 524",0,-8.317,-0.377,-0.041,85.41,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2025,SWEB,South West,HV Generation Site Specific no RP charge,"95, 96",0,-8.317,-0.377,-0.041,85.41,0.0,SWEB - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1
2026,SWEB,South West,Domestic Aggregated or CT with Residual,"10,20,30,40,202, L21,L22,L23,L24,D01, A21,A22,A23,A24","0, 1, 2",22.754,1.814,0.198,12.57,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,Domestic Aggregated (Related MPAN),430,2,22.754,1.814,0.198,0.0,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,Non-Domestic Aggregated or CT No Residual,"N10,N20,N30,L50,L60,L70,L80,X10,X20,X30,A50,A60,A70,A80","0, 3, 4, 5-8",24.204,1.93,0.211,17.41,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,Non-Domestic Aggregated or CT Band 1,"1,2,3,110,203,210,L41,L42,L43,L44,X11,X21,X31,A51,A61,A71,A81","0, 3, 4, 5-8",24.204,1.93,0.211,18.02,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,Non-Domestic Aggregated or CT Band 2,"N12,N22,N32,L52,L62,L72,L82,X12,X22,X32,A52,A62,A72,A82","0, 3, 4, 5-8",24.204,1.93,0.211,19.92,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,Non-Domestic Aggregated or CT Band 3,"N13,N23,N33,L53,L63,L73,L83,X13,X23,X33,A53,A63,A73,A83","0, 3, 4, 5-8",24.204,1.93,0.211,22.46,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,Non-Domestic Aggregated or CT Band 4,"N14,N24,N34,L54,L64,L74,L84,X14,X24,X34,A54,A64,A74,A84","0, 3, 4, 5-8",24.204,1.93,0.211,29.69,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,Non-Domestic Aggregated (related MPAN),251,4,24.204,1.93,0.211,0.0,0.0,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
2026,SWEB,South West,LV Site Specific No Residual,"L00, LST",0,14.833,1.065,0.114,17.31,12.18,SWEB - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1
